ioc151_species_id,common_name,scientific_name,clements_ebird2024_name,order_name,family_clements_ebird2024,genus_name,species_epithet,avg_mass,elevation_min_m,normalized_elevation_min_m,normalized_elevation_max_m,elevation_max_m,forest_habitat_rank,bushland_or_mosaic_habitat_rank,woodland_habitat_rank,shrubland_habitat_rank,savanna_habitat_rank,grassland_habitat_rank,plains_habitat_rank,rocky_habitat_rank,desert_habitat_rank,artificial_habitat_rank,riparian_habitat_rank,coastal_habitat_rank,wetland_habitat_rank,seabird_marine_habitat_rank,other_habitat_rank,other_habitat_description,primary_habitat,behavior_colonial,behavior_social,behavior_pairs_or_family,behavior_singly_and_pairs
36100,Bolivian Blackbird,Oreopsar bolivianus,Oreopsar bolivianus,Passeriformes,Icteridae,Oreopsar,bolivianus,72.349999999999994,NA,1400,3500,NA,NA,NA,NA,1,NA,4,NA,2,NA,3,NA,NA,NA,NA,NA,NA,Shrub,NA,NA,NA,NA
36101,Greyish Baywing,Agelaioides badius,Agelaioides badius,Passeriformes,Icteridae,Agelaioides,badius,46.15,NA,0,2500,3350,NA,NA,1,NA,2,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Woodland,0,1,1,0
36104,Pale Baywing,Agelaioides fringillarius,Agelaioides fringillarius,Passeriformes,Icteridae,Agelaioides,fringillarius,40.1,NA,0,800,NA,NA,NA,1,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Woodland,0,0,1,0
36106,Yellow-winged Blackbird,Agelasticus thilius,Agelasticus thilius,Passeriformes,Icteridae,Agelasticus,thilius,31.15,NA,0,3800,4000,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,1,NA,NA,NA,Wetland,1,1,0,0
36110,Pale-eyed Blackbird,Agelasticus xanthophthalmus,Agelasticus xanthophthalmus,Passeriformes,Icteridae,Agelasticus,xanthophthalmus,44.05,NA,L,650,750,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Wetland,NA,NA,NA,NA
36111,Unicolored Blackbird,Agelasticus cyanopus,Agelasticus cyanopus,Passeriformes,Icteridae,Agelasticus,cyanopus,33.625,NA,0,500,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,1,NA,NA,NA,Wetland,1,1,1,0
36116,Chestnut-capped Blackbird,Chrysomus ruficapillus,Chrysomus ruficapillus,Passeriformes,Icteridae,Chrysomus,ruficapillus,36.799999999999997,NA,0,500,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,Wetland,1,1,0,0
36119,Yellow-hooded Blackbird,Chrysomus icterocephalus,Chrysomus icterocephalus,Passeriformes,Icteridae,Chrysomus,icterocephalus,31.625,NA,0,2600,NA,NA,NA,NA,4,NA,3,NA,NA,NA,2,NA,5,1,NA,NA,NA,Wetland,1,1,1,0
36122,Saffron-cowled Blackbird,Xanthopsar flavus,Xanthopsar flavus,Passeriformes,Icteridae,Xanthopsar,flavus,40.9,NA,0,1000,NA,4,5,NA,NA,3,2,NA,NA,NA,6,NA,NA,1,NA,NA,NA,Wetland,1,1,0,0
36124,Brown-and-yellow Marshbird,Pseudoleistes virescens,Pseudoleistes virescens,Passeriformes,Icteridae,Pseudoleistes,virescens,75.875,NA,0,2100,NA,NA,NA,NA,4,6,2,NA,5,NA,3,NA,NA,1,NA,NA,NA,Wetland,1,1,0,0
36125,Yellow-rumped Marshbird,Pseudoleistes guirahuro,Pseudoleistes guirahuro,Passeriformes,Icteridae,Pseudoleistes,guirahuro,86.550000000000011,NA,0,1400,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Wetland,1,1,1,0
36126,Ovenbird,Seiurus aurocapilla,Seiurus aurocapilla,Passeriformes,Parulidae,Seiurus,aurocapilla,20.733333333333334,NA,0,1900,2200,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,0,0
36130,Worm-eating Warbler,Helmitheros vermivorum,Helmitheros vermivorum,Passeriformes,Parulidae,Helmitheros,vermivorum,14.1,NA,0,1500,2000,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Shrub,0,1,0,0
36131,Louisiana Waterthrush,Parkesia motacilla,Parkesia motacilla,Passeriformes,Parulidae,Parkesia,motacilla,20.233333333333331,NA,0,2300,3000,3,NA,4,5,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,Riparian,0,0,0,1
36132,Northern Waterthrush,Parkesia noveboracensis,Parkesia noveboracensis,Passeriformes,Parulidae,Parkesia,noveboracensis,16.55,NA,0,2000,2500,5,NA,6,4,NA,NA,NA,NA,NA,7,2,3,1,NA,NA,NA,Wetland,0,1,1,1
36136,Bachman's Warbler,Vermivora bachmanii,Vermivora bachmanii,Passeriformes,Parulidae,Vermivora,bachmanii,NA,NA,0,500,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Forest,0,1,0,1
36137,Golden-winged Warbler,Vermivora chrysoptera,Vermivora chrysoptera,Passeriformes,Parulidae,Vermivora,chrysoptera,9.3000000000000007,NA,0,2000,3000,5,NA,2,3,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,Grassland,0,1,1,0
36138,Blue-winged Warbler,Vermivora cyanoptera,Vermivora cyanoptera,Passeriformes,Parulidae,Vermivora,cyanoptera,8.9833333333333343,NA,0,1500,2000,NA,NA,2,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Shrub,1,1,1,0
36139,Black-and-white Warbler,Mniotilta varia,Mniotilta varia,Passeriformes,Parulidae,Mniotilta,varia,10.280000000000001,NA,0,2500,3000,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Woodland,0,1,0,0
36140,Prothonotary Warbler,Protonotaria citrea,Protonotaria citrea,Passeriformes,Parulidae,Protonotaria,citrea,15.25,NA,0,1300,2100,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,Woodland,0,1,0,0
36141,Swainson's Warbler,Limnothlypis swainsonii,Limnothlypis swainsonii,Passeriformes,Parulidae,Limnothlypis,swainsonii,15.199999999999998,NA,0,1800,2000,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Forest,1,0,1,0
36142,Crescent-chested Warbler,Oreothlypis superciliosa,Oreothlypis superciliosa,Passeriformes,Parulidae,Oreothlypis,superciliosa,9.4833333333333325,1100,1500,3500,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,0,1
36148,Flame-throated Warbler,Oreothlypis gutturalis,Oreothlypis gutturalis,Passeriformes,Parulidae,Oreothlypis,gutturalis,9.7333333333333343,1400,1850,3000,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,0,1
36149,Tennessee Warbler,Leiothlypis peregrina,Leiothlypis peregrina,Passeriformes,Parulidae,Leiothlypis,peregrina,10.033333333333333,NA,0,3000,NA,1,NA,3,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,Forest,0,1,0,0
36150,Orange-crowned Warbler,Leiothlypis celata,Leiothlypis celata,Passeriformes,Parulidae,Leiothlypis,celata,9.14,NA,0,3350,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shrub,0,1,1,0
36155,Colima Warbler,Leiothlypis crissalis,Leiothlypis crissalis,Passeriformes,Parulidae,Leiothlypis,crissalis,9.75,NA,1500,3500,3600,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,1,1
36156,Lucy's Warbler,Leiothlypis luciae,Leiothlypis luciae,Passeriformes,Parulidae,Leiothlypis,luciae,6.5,-60,300,1220,1775,NA,NA,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,Woodland,0,0,1,1
36157,Nashville Warbler,Leiothlypis ruficapilla,Leiothlypis ruficapilla,Passeriformes,Parulidae,Leiothlypis,ruficapilla,9.3833333333333329,NA,0,3000,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Woodland,0,1,0,1
36161,Virginia's Warbler,Leiothlypis virginiae,Leiothlypis virginiae,Passeriformes,Parulidae,Leiothlypis,virginiae,8.25,0,800,2400,3000,2,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Shrub,0,1,1,1
36162,Semper's Warbler,Leucopeza semperi,Leucopeza semperi,Passeriformes,Parulidae,Leucopeza,semperi,NA,NA,400,900,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
36163,Connecticut Warbler,Oporornis agilis,Oporornis agilis,Passeriformes,Parulidae,Oporornis,agilis,13.783333333333333,NA,0,1500,4200,1,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Forest,0,1,1,1
36164,Grey-crowned Yellowthroat,Geothlypis poliocephala,Geothlypis poliocephala,Passeriformes,Parulidae,Geothlypis,poliocephala,14.560000000000002,NA,0,2000,NA,NA,NA,3,1,4,2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,Shrub,NA,NA,NA,NA
36171,Masked Yellowthroat,Geothlypis aequinoctialis,Geothlypis aequinoctialis,Passeriformes,Parulidae,Geothlypis,aequinoctialis,13.375,NA,0,1000,1500,NA,NA,NA,NA,4,3,NA,NA,NA,NA,2,NA,1,NA,NA,NA,Wetland,0,1,0,1
36173,Chiriqui Yellowthroat,Geothlypis chiriquensis,NA,Passeriformes,NA,Geothlypis,chiriquensis,17,NA,500,1350,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Wetland,NA,NA,NA,NA
36175,Black-lored Yellowthroat,Geothlypis auricularis,Geothlypis auricularis,Passeriformes,Parulidae,Geothlypis,auricularis,10.583333333333334,NA,0,1700,2700,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,1,1
36178,Southern Yellowthroat,Geothlypis velata,Geothlypis velata,Passeriformes,Parulidae,Geothlypis,velata,13.316666666666668,NA,0,2000,2300,1,NA,5,3,4,2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,Forest,0,0,0,1
36180,MacGillivray's Warbler,Geothlypis tolmiei,Geothlypis tolmiei,Passeriformes,Parulidae,Geothlypis,tolmiei,10.533333333333333,NA,0,3000,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,1,0
36183,Mourning Warbler,Geothlypis philadelphia,Geothlypis philadelphia,Passeriformes,Parulidae,Geothlypis,philadelphia,13.016666666666666,NA,0,3300,NA,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,0,1,0
36184,Kentucky Warbler,Geothlypis formosa,Geothlypis formosa,Passeriformes,Parulidae,Geothlypis,formosa,14.133333333333335,NA,0,1500,2310,1,NA,2,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,Forest,0,1,0,0
36185,Olive-crowned Yellowthroat,Geothlypis semiflava,Geothlypis semiflava,Passeriformes,Parulidae,Geothlypis,semiflava,16.625,NA,0,1200,2300,NA,NA,NA,2,NA,3,NA,NA,NA,NA,4,NA,1,NA,NA,NA,Wetland,NA,NA,NA,NA
36186,Baird's Yellowthroat,Geothlypis bairdi,NA,Passeriformes,NA,Geothlypis,bairdi,15.5,NA,0,1200,NA,NA,3,5,4,NA,1,NA,NA,NA,NA,6,NA,2,NA,NA,NA,Grassland,0,0,0,1
36189,Black-polled Yellowthroat,Geothlypis speciosa,Geothlypis speciosa,Passeriformes,Parulidae,Geothlypis,speciosa,10.566666666666666,NA,1750,2500,2800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Wetland,0,0,0,1
36192,Belding's Yellowthroat,Geothlypis beldingi,Geothlypis beldingi,Passeriformes,Parulidae,Geothlypis,beldingi,14.895,NA,0,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,1,NA,NA,NA,Wetland,0,0,0,1
36195,Bahama Yellowthroat,Geothlypis rostrata,Geothlypis rostrata,Passeriformes,Parulidae,Geothlypis,rostrata,16.2,NA,0,60,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Woodland,NA,NA,NA,NA
36200,Altamira Yellowthroat,Geothlypis flavovelata,Geothlypis flavovelata,Passeriformes,Parulidae,Geothlypis,flavovelata,10.85,NA,0,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,Wetland,NA,NA,NA,NA
36201,Common Yellowthroat,Geothlypis trichas,Geothlypis trichas,Passeriformes,Parulidae,Geothlypis,trichas,11.275,NA,0,4600,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Wetland,0,1,1,0
36215,Hooded Yellowthroat,Geothlypis nelsoni,Geothlypis nelsoni,Passeriformes,Parulidae,Geothlypis,nelsoni,10.774999999999999,NA,1400,3100,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shrub,NA,NA,NA,NA
36218,Whistling Warbler,Catharopeza bishopi,Catharopeza bishopi,Passeriformes,Parulidae,Catharopeza,bishopi,15.5,0,300,1000,1100,1,NA,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Forest,0,1,1,0
36219,Plumbeous Warbler,Setophaga plumbea,Setophaga plumbea,Passeriformes,Parulidae,Setophaga,plumbea,9.8500000000000014,NA,0,900,1500,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Woodland,NA,NA,NA,NA
36220,Elfin Woods Warbler,Setophaga angelae,Setophaga angelae,Passeriformes,Parulidae,Setophaga,angelae,7.4,150,600,900,950,1,NA,3,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Forest,0,1,0,0
36221,Arrowhead Warbler,Setophaga pharetra,Setophaga pharetra,Passeriformes,Parulidae,Setophaga,pharetra,9.8000000000000007,0,300,1600,2200,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
36222,Hooded Warbler,Setophaga citrina,Setophaga citrina,Passeriformes,Parulidae,Setophaga,citrina,10.5,NA,0,1100,1700,NA,NA,1,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Woodland,0,1,0,0
36223,American Redstart,Setophaga ruticilla,Setophaga ruticilla,Passeriformes,Parulidae,Setophaga,ruticilla,8.2749999999999986,NA,0,3000,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,Woodland,0,1,0,1
36224,Kirtland's Warbler,Setophaga kirtlandii,Setophaga kirtlandii,Passeriformes,Parulidae,Setophaga,kirtlandii,13.824999999999999,NA,0,500,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,1,0,1,0
36225,Cape May Warbler,Setophaga tigrina,Setophaga tigrina,Passeriformes,Parulidae,Setophaga,tigrina,10.324999999999999,NA,0,1500,NA,1,NA,3,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,Forest,0,1,0,0
36226,Cerulean Warbler,Setophaga cerulea,Setophaga cerulea,Passeriformes,Parulidae,Setophaga,cerulea,9.1999999999999993,0,500,2000,2200,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Forest,1,1,0,0
36227,Northern Parula,Setophaga americana,Setophaga americana,Passeriformes,Parulidae,Setophaga,americana,8.4849999999999994,NA,0,2500,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,0,0
36228,Tropical Parula,Setophaga pitiayumi,Setophaga pitiayumi,Passeriformes,Parulidae,Setophaga,pitiayumi,7.1,NA,0,2000,2600,1,NA,3,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,0,1,1,1
36232,Socorro Parula,Setophaga graysoni,NA,Passeriformes,NA,Setophaga,graysoni,6.5,NA,0,1000,NA,NA,NA,4,3,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,Rocky,NA,NA,NA,NA
36244,Magnolia Warbler,Setophaga magnolia,Setophaga magnolia,Passeriformes,Parulidae,Setophaga,magnolia,8.4,NA,0,1500,NA,1,NA,3,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,Forest,0,1,0,0
36245,Bay-breasted Warbler,Setophaga castanea,Setophaga castanea,Passeriformes,Parulidae,Setophaga,castanea,11.883333333333333,NA,0,1100,1200,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Forest,0,1,0,0
36246,Blackburnian Warbler,Setophaga fusca,Setophaga fusca,Passeriformes,Parulidae,Setophaga,fusca,10.275,NA,0,2500,3600,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,1,1
36247,American Yellow Warbler,Setophaga aestiva,NA,Passeriformes,NA,Setophaga,aestiva,9.9250000000000007,NA,0,2700,NA,5,NA,NA,1,NA,NA,NA,NA,NA,3,2,5,4,NA,NA,NA,Shrub,0,1,1,0
36257,Golden Warbler,Setophaga petechia,Setophaga petechia,Passeriformes,Parulidae,Setophaga,petechia,10.199999999999999,NA,0,300,F,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,Coastal,0,1,1,0
36293,Chestnut-sided Warbler,Setophaga pensylvanica,Setophaga pensylvanica,Passeriformes,Parulidae,Setophaga,pensylvanica,9.9166666666666661,NA,0,1300,2000,1,NA,3,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,Forest,0,1,0,0
36294,Blackpoll Warbler,Setophaga striata,Setophaga striata,Passeriformes,Parulidae,Setophaga,striata,14.35,NA,0,3000,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,0,1
36295,Black-throated Blue Warbler,Setophaga caerulescens,Setophaga caerulescens,Passeriformes,Parulidae,Setophaga,caerulescens,10.25,NA,0,1600,3000,2,NA,1,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,Woodland,0,1,0,1
36298,Palm Warbler,Setophaga palmarum,Setophaga palmarum,Passeriformes,Parulidae,Setophaga,palmarum,9.9499999999999993,NA,0,1890,NA,NA,NA,NA,1,NA,2,NA,NA,NA,4,NA,NA,3,NA,NA,NA,Shrub,0,1,1,0
36301,Olive-capped Warbler,Setophaga pityophila,Setophaga pityophila,Passeriformes,Parulidae,Setophaga,pityophila,7.9499999999999993,NA,0,2000,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
36302,Pine Warbler,Setophaga pinus,Setophaga pinus,Passeriformes,Parulidae,Setophaga,pinus,12.25,NA,0,3050,NA,1,NA,NA,2,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,Forest,0,1,1,1
36307,Myrtle Warbler,Setophaga coronata,Setophaga coronata,Passeriformes,Parulidae,Setophaga,coronata,13.666666666666666,NA,0,1140,NA,1,NA,2,3,NA,NA,NA,NA,5,4,NA,7,6,NA,NA,NA,Forest,0,1,0,0
36310,Audubon's Warbler,Setophaga auduboni,NA,Passeriformes,NA,Setophaga,auduboni,12.5,NA,0,2800,NA,1,NA,2,3,NA,NA,NA,NA,5,4,NA,7,6,NA,NA,NA,Forest,0,1,0,0
36313,Goldman's Warbler,Setophaga goldmani,NA,Passeriformes,NA,Setophaga,goldmani,NA,NA,NA,NA,NA,1,NA,2,3,NA,NA,NA,NA,5,4,NA,7,6,NA,NA,NA,Forest,0,1,0,0
36315,Yellow-throated Warbler,Setophaga dominica,Setophaga dominica,Passeriformes,Parulidae,Setophaga,dominica,9.8833333333333346,NA,0,1800,2000,1,NA,2,3,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,Forest,0,1,0,0
36319,Bahama Warbler,Setophaga flavescens,Setophaga flavescens,Passeriformes,Parulidae,Setophaga,flavescens,9,NA,0,60,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
36321,Vitelline Warbler,Setophaga vitellina,Setophaga vitellina,Passeriformes,Parulidae,Setophaga,vitellina,6.85,NA,0,500,NA,3,NA,1,2,NA,NA,NA,NA,NA,4,NA,5,NA,NA,NA,NA,Woodland,NA,NA,NA,NA
36325,Prairie Warbler,Setophaga discolor,Setophaga discolor,Passeriformes,Parulidae,Setophaga,discolor,8.15,NA,0,1220,NA,NA,NA,1,2,NA,NA,NA,NA,NA,3,NA,4,5,NA,NA,NA,Woodland,0,1,0,0
36328,Adelaide's Warbler,Setophaga adelaidae,Setophaga adelaidae,Passeriformes,Parulidae,Setophaga,adelaidae,7.625,NA,0,470,800,1,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Forest,0,1,0,1
36330,Barbuda Warbler,Setophaga subita,Setophaga subita,Passeriformes,Parulidae,Setophaga,subita,7.2,NA,0,44,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,Forest,0,0,0,0
36332,Saint Lucia Warbler,Setophaga delicata,Setophaga delicata,Passeriformes,Parulidae,Setophaga,delicata,7.0750000000000002,NA,0,1000,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,Forest,NA,NA,NA,NA
36334,Grace's Warbler,Setophaga graciae,Setophaga graciae,Passeriformes,Parulidae,Setophaga,graciae,8.2666666666666657,NA,0,2700,3000,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,1,1
36339,Black-throated Grey Warbler,Setophaga nigrescens,Setophaga nigrescens,Passeriformes,Parulidae,Setophaga,nigrescens,7.9599999999999991,NA,0,3000,M,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Woodland,0,1,0,0
36342,Townsend's Warbler,Setophaga townsendi,Setophaga townsendi,Passeriformes,Parulidae,Setophaga,townsendi,8.9250000000000007,NA,0,3000,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,0,1
36343,Hermit Warbler,Setophaga occidentalis,Setophaga occidentalis,Passeriformes,Parulidae,Setophaga,occidentalis,10.125,0,500,3300,3500,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,1,1
36344,Golden-cheeked Warbler,Setophaga chrysoparia,Setophaga chrysoparia,Passeriformes,Parulidae,Setophaga,chrysoparia,10.149999999999999,NA,180,3000,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,1,0
36345,Black-throated Green Warbler,Setophaga virens,Setophaga virens,Passeriformes,Parulidae,Setophaga,virens,9.4,NA,0,3000,M,1,NA,4,3,NA,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NA,Forest,0,1,0,1
36348,Northern Citrine Warbler,Myiothlypis luteoviridis,Myiothlypis luteoviridis,Passeriformes,Parulidae,Myiothlypis,luteoviridis,14.940000000000001,2000,2300,3400,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,1,1
36352,Peruvian Citrine Warbler,Myiothlypis striaticeps,NA,Passeriformes,NA,Myiothlypis,striaticeps,15.65,2100,2500,3700,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
36354,Bolivian Citrine Warbler,Myiothlypis euophrys,NA,Passeriformes,NA,Myiothlypis,euophrys,NA,NA,1900,3500,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
36356,Santa Marta Warbler,Myiothlypis basilica,Myiothlypis basilica,Passeriformes,Parulidae,Myiothlypis,basilica,16,2100,2300,3000,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Shrub,0,1,1,1
36357,White-striped Warbler,Myiothlypis leucophrys,Myiothlypis leucophrys,Passeriformes,Parulidae,Myiothlypis,leucophrys,18.5,NA,0,1000,1100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,0,1,0,1
36358,Flavescent Warbler,Myiothlypis flaveola,Myiothlypis flaveola,Passeriformes,Parulidae,Myiothlypis,flaveola,12.5,NA,0,1000,1350,NA,NA,1,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Woodland,0,1,0,1
36361,White-rimmed Warbler,Myiothlypis leucoblephara,Myiothlypis leucoblephara,Passeriformes,Parulidae,Myiothlypis,leucoblephara,17.5,NA,0,1600,2000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Forest,0,1,0,1
36364,Pale-legged Warbler,Myiothlypis signata,Myiothlypis signata,Passeriformes,Parulidae,Myiothlypis,signata,12.75,1500,1800,2800,3050,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,1,1
36367,Black-crested Warbler,Myiothlypis nigrocristata,Myiothlypis nigrocristata,Passeriformes,Parulidae,Myiothlypis,nigrocristata,14.074999999999999,1500,2600,3400,NA,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,0,1
36368,Buff-rumped Warbler,Myiothlypis fulvicauda,Myiothlypis fulvicauda,Passeriformes,Parulidae,Myiothlypis,fulvicauda,14.466666666666667,NA,0,1000,1500,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Riparian,0,0,0,1
36375,Southern Riverbank Warbler,Myiothlypis rivularis,Myiothlypis rivularis,Passeriformes,Parulidae,Myiothlypis,rivularis,14,NA,0,800,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,Wetland,0,0,0,1
36376,Northern Riverbank Warbler,Myiothlypis mesoleuca,NA,Passeriformes,NA,Myiothlypis,mesoleuca,12.95,NA,0,1100,1400,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Riparian,NA,NA,NA,NA
36380,Two-banded Warbler,Myiothlypis bivittata,Myiothlypis bivittata,Passeriformes,Parulidae,Myiothlypis,bivittata,14.6,300,700,1800,2200,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
36383,Roraiman Warbler,Myiothlypis roraimae,NA,Passeriformes,NA,Myiothlypis,roraimae,14,500,800,1400,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,NA,NA,NA,NA
36385,Choco Warbler,Myiothlypis chlorophrys,Myiothlypis chlorophrys,Passeriformes,Parulidae,Myiothlypis,chlorophrys,11.05,NA,300,1500,2400,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,0,1,1,1
