"Common_name","Scientific_name","Family_description","Family","Order","Sex","all_color"
"White-bearded Hermit","Phaethornis_hispidus","Hummingbirds","Trochilidae","Apodiformes","F","brownish gray, dark gray, gray, medium-dark yellow-buff, pale gray"
"White-bearded Hermit","Phaethornis_hispidus","Hummingbirds","Trochilidae","Apodiformes","M","brownish gray, dark gray, gray, medium-dark yellow-buff, pale gray"
"White-bearded Manakin","Manacus_manacus","Manakins","Pipridae","Passeriformes","F","brownish gray, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, pale cream"
"White-bearded Manakin","Manacus_manacus","Manakins","Pipridae","Passeriformes","M","black, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff, olive-gray, pale gray, very dark yellow-buff"
"White-bellied Antbird","Myrmeciza_longipes","Antbirds","Thamnophilidae","Passeriformes","F","brownish gray, dark rufous, gray, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff"
"White-bellied Antbird","Myrmeciza_longipes","Antbirds","Thamnophilidae","Passeriformes","M","brownish gray, dark gray, dark rufous, gray, medium-dark rufous"
"White-bellied Bustard","Eupodotis_senegalensis","Bustards","Otididae","Otidiformes",NA,"brownish gray, dark gray, gray, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, pale cream"
"White-bellied Canary","Serinus_dorsostriatus","Finches and Hawaiian honeycreepers","Fringillidae","Passeriformes","F","medium cream, medium yellow-buff, medium-dark yellow-buff, pale cream, very pale cream, very pale orange-buff"
"White-bellied Canary","Serinus_dorsostriatus","Finches and Hawaiian honeycreepers","Fringillidae","Passeriformes","M","very pale cream, very pale orange-buff"
"White-bellied Cuckooshrike","Coracina_papuensis","Cuckoo-shrikes","Campephagidae","Passeriformes","M","blue, dark gray, gray, pale gray"
"White-bellied Dacnis","Dacnis_albiventris","Tanagers","Thraupidae","Passeriformes","M","blue, brownish gray, dark blue, dark gray, dark olive, dark yellow-buff, gray, medium green, medium yellow-buff, medium-dark green, medium-dark yellow-buff, olive-gray"
"White-bellied Munia","Lonchura_leucogastra","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","F","medium orange-buff, medium red-brown, medium tan, medium-dark brown, medium-dark maroon, medium-dark red-brown, pale buff, pale orange-buff, very pale cream, very pale orange-buff"
"White-bellied Munia","Lonchura_leucogastra","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","M","dark brown, dark maroon, medium pinkish buff, medium red-brown, medium-dark brown, medium-dark maroon, medium-dark red-brown, pale buff, pale orange-buff, pale pinkish buff, very pale cream, very pale orange-buff"
"White-bellied Robin-chat","Cossyphicula_roberti","Chats and Old World flycatchers","Muscicapidae","Passeriformes","F","black, brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"White-bellied Seedeater","Sporophila_leucoptera","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"White-bellied Thicket-fantail","Rhipidura_leucothorax","Fantails","Rhipiduridae","Passeriformes","F","black, brownish gray, dark gray, gray"
"White-bellied Woodstar","Chaetocercus_mulsant","Hummingbirds","Trochilidae","Apodiformes","M","dark gray, gray, medium green, medium-dark green, olive-gray, pale cream, pale gray"
"White-billed Starling","Onychognathus_albirostris","Starlings","Sturnidae","Passeriformes","M","blue, dark blue, gray, medium-dark orange-buff, medium-dark rufous"
"White-breasted Negrofinch","Nigrita_fusconotus","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","F","black, dark gray, gray, medium buff, medium orange-buff, medium red-brown, medium-dark brown, medium-dark maroon, medium-dark orange-buff, medium-dark red-brown, pale buff, pale orange-buff, pale pinkish buff, very pale cream, very pale orange-buff"
"White-breasted Negrofinch","Nigrita_fusconotus","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","M","black, dark maroon, gray, medium red-brown, medium-dark rufous, pale buff, pale cream, pale gray, pale orange-buff, very pale buff, very pale cream, very pale green, very pale orange-buff"
"White-breasted Nuthatch","Sitta_carolinensis","Nuthatches and Wallcreeper","Sittidae","Passeriformes","F","black, dark gray, gray"
"White-breasted Robin","Eopsaltria_georgiana","Australasian robins","Petroicidae","Passeriformes","F","dark gray, gray"
"White-breasted Sunbird","Nectarinia_talatala","Sunbirds","Nectariniidae","Passeriformes","F","black, brownish gray, gray"
"White-breasted Sunbird","Nectarinia_talatala","Sunbirds","Nectariniidae","Passeriformes","M","black, blue, brownish gray, dark gray, dark olive, dark purple, dark yellow-buff, gray, light blue, medium cream, medium green, medium yellow-buff, medium-dark dark purple, medium-dark green, medium-dark olive, medium-dark yellow-buff, pale cream, pale green"
"White-breasted Waterhen","Amaurornis_phoenicurus","Rails, crakes and allies","Rallidae","Gruiformes","M","brownish gray, dark gray, gray, medium cream, medium-dark rufous, pale cream"
"White-breasted Wood-wren","Henicorhina_leucosticta","Wrens","Troglodytidae","Passeriformes","F","brownish gray, dark gray, gray, medium-dark rufous"
"White-breasted Wood-wren","Henicorhina_leucosticta","Wrens","Troglodytidae","Passeriformes","M","brownish gray, dark gray, dark rufous, gray, medium yellow-buff, pale cream, pale gray"
"White-breasted Woodswallow","Artamus_leucorynchus","Woodswallows","Artamidae","Passeriformes","F","black, dark gray, gray, pale gray"
"White-bridled Finch","Melanodera_melanodera","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"White-browed Babbler","Pomatostomus_superciliosus","Australasian babblers","Pomatostomidae","Passeriformes","F","brownish gray, dark gray, gray, medium cream, medium-dark orange-buff, medium-dark yellow-buff, pale gray"
"White-browed Conebill","Conirostrum_ferrugineiventre","Tanagers","Thraupidae","Passeriformes","M","brownish gray, dark gray, dark rufous, gray, medium-dark rufous, medium-dark yellow-buff"
"White-browed Robin","Poecilodryas_superciliosa","Australasian robins","Petroicidae","Passeriformes","F","black, brownish gray, dark gray, gray, pale gray"
"White-browed Scrubwren","Sericornis_frontalis","Thornbills and gerygones","Acanthizidae","Passeriformes","F","brownish gray, dark gray, dark rufous, gray, medium yellow-buff"
"White-browed Treecreeper","Climacteris_affinis","Australian treecreepers","Climacteridae","Passeriformes","F","brownish gray, dark gray, dark rufous, gray"
"White-browed Woodswallow","Artamus_superciliosus","Woodswallows","Artamidae","Passeriformes","M","brownish gray, dark brown, dark gray, gray, medium-dark rufous, pale cream"
"White-capped Dipper","Cinclus_leucocephalus","Dippers","Cinclidae","Passeriformes","F","black, brownish gray, dark gray, gray"
"White-capped Tanager","Sericossypha_albocristata","Tanagers","Thraupidae","Passeriformes","M","black, brownish gray, dark brown, dark gray, gray"
"White-cheeked Cotinga","Zaratornis_stresemanni","Cotingas","Cotingidae","Passeriformes","F","brownish gray, dark gray, gray, medium-dark yellow-buff"
"White-cheeked Cotinga","Zaratornis_stresemanni","Cotingas","Cotingidae","Passeriformes","M","brownish gray, gray, medium-dark yellow-buff"
"White-cheeked Oliveback","Nesocharis_capistrata","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","F","black, medium cream, medium orange-buff, medium red-brown, medium tan, medium yellow-buff, pale cream, pale orange-buff, pale pinkish buff, very pale cream, very pale orange-buff"
"White-cheeked Oliveback","Nesocharis_capistrata","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","M","brownish gray, medium orange-buff, medium red-brown, medium-dark orange-buff, medium-dark red-brown, medium-dark yellow-buff, pale buff, pale cream, pale orange-buff, very pale buff, very pale cream, very pale orange-buff"
"White-chested Puffbird","Malacoptila_fusca","Puffbirds","Bucconidae","Piciformes","F","black, brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff, pale gray"
"White-chinned Petrel","Procellaria_aequinoctialis","Petrels and shearwaters","Procellariidae","Procellariiformes","M","brownish gray, dark gray, gray, medium cream"
"White-chinned Sapphire","Hylocharis_cyanus","Hummingbirds","Trochilidae","Apodiformes","F","brownish gray, dark gray, dark olive, dark yellow-buff, gray, medium-dark olive, medium-dark yellow-buff, olive-gray"
"White-chinned Sapphire","Hylocharis_cyanus","Hummingbirds","Trochilidae","Apodiformes","M","black, blue, brownish gray, dark gray, dark olive, dark purple, dark yellow-buff, gray, light blue, medium-dark dark purple, medium-dark yellow-buff, olive-gray"
"White-chinned Woodcreeper","Dendrocincla_merula","Woodcreepers","Dendrocolaptidae","Passeriformes","M","brownish gray, dark rufous, dark yellow-buff, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff"
"White-collared Oliveback","Nesocharis_ansorgei","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","M","black, dark maroon, gray, medium orange-buff, medium-dark red-brown, pale buff, very dark yellow-buff, very pale cream, very pale orange-buff"
"White-collared Seedeater","Sporophila_torqueola","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"White-collared Starling","Grafisia_torquata","Starlings","Sturnidae","Passeriformes","M","blue, brownish gray, dark gray, gray, medium cream, pale cream"
"White-collared Swift","Streptoprocne_zonaris","Swifts","Apodidae","Apodiformes",NA,"black, brownish gray, dark gray, gray, pale gray"
"White-crested Spadebill","Platyrinchus_platyrhynchos","Tyrant-flycatchers","Tyrannidae","Passeriformes","M","brownish gray, dark gray, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, olive-gray, pale cream"
"White-crowned Manakin","Pipra_pipra","Manakins","Pipridae","Passeriformes","F","brownish gray, gray, medium yellow-buff, medium-dark yellow-buff"
"White-crowned Manakin","Pipra_pipra","Manakins","Pipridae","Passeriformes","M","black, dark gray, pale gray"
"White-crowned Pigeon","Patagioenas_leucocephala","Doves and pigeons","Columbidae","Columbiformes","F","black, brownish gray, dark gray, gray, medium yellow-buff, medium-dark yellow-buff"
"White-crowned Sparrow","Zonotrichia_leucophrys","Buntings, American sparrows and allies","Emberizidae","Passeriformes","F","black, brownish gray, dark gray, dark yellow-buff, gray, medium-dark yellow-buff, pale gray"
"White-crowned Starling","Spreo_albicapillus","Starlings","Sturnidae","Passeriformes","M","brownish gray, gray, light blue, medium cream, medium green, medium yellow-buff, medium-dark green, medium-dark yellow-buff, olive-gray, pale cream"
"White-eared Catbird","Ailuroedus_buccoides","Bowerbirds","Ptilonorhynchidae","Passeriformes","F","brownish gray, dark olive, dark yellow-buff, gray, medium yellow-buff, medium-dark olive, medium-dark yellow-buff, olive-gray, very dark olive"
"White-eared Conebill","Conirostrum_leucogenys","Tanagers","Thraupidae","Passeriformes","M","brownish gray, dark gray, gray, medium-dark yellow-buff, olive-gray"
"White-eared Honeyeater","Lichenostomus_leucotis","Honeyeaters","Meliphagidae","Passeriformes","M","black, brownish gray, dark gray, dark yellow-buff, gray, medium-dark yellow-buff"
"White-eared Monarch","Monarcha_leucotis","Monarchs","Monarchidae","Passeriformes","M","black, brownish gray, dark gray, gray, pale gray"
"White-eyed Slaty Flycatcher","Dioptrornis_fischeri","Chats and Old World flycatchers","Muscicapidae","Passeriformes","F","brownish gray, gray"
"White-eyed Slaty Flycatcher","Dioptrornis_fischeri","Chats and Old World flycatchers","Muscicapidae","Passeriformes","M","dark gray, gray"
"White-eyed Starling","Aplonis_brunneicapillus","Starlings","Sturnidae","Passeriformes","M","brownish gray, dark gray, gray, medium-dark olive, medium-dark yellow-buff, olive-gray"
"White-eyed Tody-tyrant","Hemitriccus_zosterops","Tyrant-flycatchers","Tyrannidae","Passeriformes","F","dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff"
"White-eyed Tody-tyrant","Hemitriccus_zosterops","Tyrant-flycatchers","Tyrannidae","Passeriformes","M","gray, medium yellow-buff, medium-dark yellow-buff, pale cream"
"White-eyed Vireo","Vireo_griseus","Vireos and allies","Vireonidae","Passeriformes","F","brownish gray, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, olive-gray, pale gray"
"White-faced Heron","Egretta_novaehollandiae","Herons and egrets","Ardeidae","Pelecaniformes","M","brownish gray, gray"
"White-faced Robin","Tregellasia_leucops","Australasian robins","Petroicidae","Passeriformes","F","black, brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"White-faced Storm-petrel","Pelagodroma_marina","Storm-petrels","Hydrobatidae","Procellariiformes","F","brownish gray, dark gray, gray, pale gray"
"White-flanked Antwren","Myrmotherula_axillaris","Antbirds","Thamnophilidae","Passeriformes","F","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff, pale gray"
"White-flanked Antwren","Myrmotherula_axillaris","Antbirds","Thamnophilidae","Passeriformes","M","brownish gray, dark gray, gray"
"White-flanked Sunbird","Aethopyga_eximia","Sunbirds","Nectariniidae","Passeriformes","F","brownish gray, dark yellow-buff, gray, medium-dark yellow-buff"
"White-flanked Sunbird","Aethopyga_eximia","Sunbirds","Nectariniidae","Passeriformes","M","black, blue, dark gray, dark rufous, dark yellow-buff, gray, medium green, medium-dark rufous, pale cream, pale gray"
"White-fronted Amazon","Amazona_albifrons","Parrots","Psittacidae","Psittaciformes","M","blue, medium green, medium-dark brown, medium-dark dark purple, medium-dark green, very pale cream"
"White-fronted Chat","Epthianura_albifrons","Honeyeaters","Meliphagidae","Passeriformes","F","black, brownish gray, dark gray, gray, pale gray"
"White-fronted Manakin","Lepidothrix_serena","Manakins","Pipridae","Passeriformes","F","brownish gray, gray, medium cream, medium green, medium yellow-buff, medium-dark green, medium-dark olive, medium-dark yellow-buff, olive-gray, pale cream, very pale cream"
"White-fronted Manakin","Lepidothrix_serena","Manakins","Pipridae","Passeriformes","M","dark gray, gray, light blue, medium cream, medium yellow-buff, olive-gray, pale cream, very pale cream"
"White-fronted Nunbird","Monasa_morphoeus","Puffbirds","Bucconidae","Piciformes","F","dark gray, gray, pale gray"
"White-fronted Nunbird","Monasa_morphoeus","Puffbirds","Bucconidae","Piciformes","M","dark gray, gray, pale gray"
"White-fronted Plover","Charadrius_marginatus","Plovers","Charadriidae","Charadriiformes","F","brownish gray, dark gray, dark rufous, gray, medium-dark rufous, medium-dark yellow-buff, pale gray"
"White-fronted Tern","Sterna_striata","Gulls and terns","Laridae","Charadriiformes","M","dark gray, gray, pale gray"
"White-headed Munia","Lonchura_maja","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","F","medium pinkish buff, medium red-brown, medium tan, pale buff, pale pinkish buff, very pale buff, very pale cream, very pale orange-buff"
"White-headed Munia","Lonchura_maja","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","M","medium pinkish buff, medium red-brown, medium tan, medium-dark red-brown, pale buff, pale pinkish buff, very pale buff, very pale cream, very pale orange-buff"
"White-headed Petrel","Pterodroma_lessonii","Petrels and shearwaters","Procellariidae","Procellariiformes","M","brownish gray, gray, pale gray"
"White-headed Woodpecker","Picoides_albolarvatus","Woodpeckers","Picidae","Piciformes","F","gray"
"White-headed Woodpecker","Picoides_albolarvatus","Woodpeckers","Picidae","Piciformes","M","gray, medium-dark brown"
"White-lined Tanager","Tachyphonus_rufus","Tanagers","Thraupidae","Passeriformes","M","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium-dark rufous, medium-dark yellow-buff"
"White-lored Euphonia","Euphonia_chrysopasta","Tanagers","Thraupidae","Passeriformes","F","brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"White-lored Euphonia","Euphonia_chrysopasta","Tanagers","Thraupidae","Passeriformes","M","dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"White-lored Tyrannulet","Ornithion_inerme","Tyrant-flycatchers","Tyrannidae","Passeriformes","F","brownish gray, dark gray, gray, medium cream, medium yellow-buff, pale cream"
"White-lored Tyrannulet","Ornithion_inerme","Tyrant-flycatchers","Tyrannidae","Passeriformes","M","brownish gray, gray, medium yellow-buff, olive-gray, pale cream"
"White-naped Brush-finch","Atlapetes_albinucha","Buntings, American sparrows and allies","Emberizidae","Passeriformes","F","brownish gray, dark gray, gray, medium yellow-buff, medium-dark yellow-buff"
"White-naped Honeyeater","Melithreptus_lunatus","Honeyeaters","Meliphagidae","Passeriformes","F","black, brownish gray, dark gray, dark yellow-buff, gray, medium-dark yellow-buff, pale gray"
"White-naped Seedeater","Dolospingus_fringilloides","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, gray, medium-dark yellow-buff"
"White-necked Jacobin","Florisuga_mellivora","Hummingbirds","Trochilidae","Apodiformes","F","brownish gray, dark gray, gray, medium-dark green, medium-dark olive, medium-dark yellow-buff, pale gray"
"White-necked Jacobin","Florisuga_mellivora","Hummingbirds","Trochilidae","Apodiformes","M","blue, dark gray, gray, medium green, medium-dark green, medium-dark olive, medium-dark yellow-buff, pale gray"
"White-necked Thrush","Turdus_albicollis","Thrushes","Turdidae","Passeriformes","F","brownish gray, dark rufous, gray, medium-dark rufous, pale gray"
"White-necked Thrush","Turdus_albicollis","Thrushes","Turdidae","Passeriformes","M","brownish gray, dark rufous, dark yellow-buff, gray, medium-dark rufous, medium-dark yellow-buff, pale cream, pale gray"
"White-plumed Antbird","Pithys_albifrons","Antbirds","Thamnophilidae","Passeriformes","F","brownish gray, dark brown, dark gray, dark rufous, gray, medium-dark brown, medium-dark orange-buff, medium-dark rufous, pale gray"
"White-plumed Antbird","Pithys_albifrons","Antbirds","Thamnophilidae","Passeriformes","M","brownish gray, dark brown, dark gray, dark rufous, gray, medium-dark brown, medium-dark rufous, pale gray"
"White-plumed Honeyeater","Lichenostomus_penicillatus","Honeyeaters","Meliphagidae","Passeriformes","F","brownish gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"White-ringed Flycatcher","Conopias_albovittatus","Tyrant-flycatchers","Tyrannidae","Passeriformes","M","brownish gray, dark gray, gray, medium cream, medium yellow-buff, pale cream"
"White-rumped Munia","Lonchura_striata","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","F","brownish gray, dark brown, dark gray, dark maroon, gray, medium buff, medium red-brown, medium-dark maroon, medium-dark red-brown, pale buff, very pale cream, very pale orange-buff"
"White-rumped Munia","Lonchura_striata","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","M","dark brown, dark maroon, medium orange-buff, medium pinkish buff, medium red-brown, medium tan, medium-dark maroon, medium-dark orange-buff, medium-dark rufous, pale buff, pale orange-buff, very pale cream"
"White-rumped Sandpiper","Calidris_fuscicollis","Sandpipers and allies","Scolopacidae","Charadriiformes","F","brownish gray, dark gray, dark yellow-buff, gray, medium-dark yellow-buff, pale gray"
"White-rumped Seedeater","Serinus_leucopygius","Finches and Hawaiian honeycreepers","Fringillidae","Passeriformes","F","very pale cream, very pale green, very pale orange-buff"
"White-rumped Seedeater","Serinus_leucopygius","Finches and Hawaiian honeycreepers","Fringillidae","Passeriformes","M","brownish gray, gray, medium-dark yellow-buff, pale gray, very pale cream, very pale green, very pale orange-buff"
"White-rumped Swiftlet","Collocalia_spodiopygia","Swifts","Apodidae","Apodiformes","F","brownish gray, dark gray, gray"
"White-rumped Tanager","Cypsnagra_hirundinacea","Tanagers","Thraupidae","Passeriformes","M","black, dark gray, gray, medium yellow-buff, medium-dark yellow-buff, pale gray"
"White-shouldered Fairywren","Malurus_alboscapulatus","Australasian wrens","Maluridae","Passeriformes","F","black, brownish gray, dark blue, dark gray, gray"
"White-shouldered Tanager","Tachyphonus_luctuosus","Tanagers","Thraupidae","Passeriformes","F","brownish gray, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff"
"White-shouldered Tanager","Tachyphonus_luctuosus","Tanagers","Thraupidae","Passeriformes","M","black, brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff, pale gray"
"White-sided Flowerpiercer","Diglossa_albilatera","Tanagers","Thraupidae","Passeriformes","M","brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff, pale gray"
"White-spotted Munia","Lonchura_leucosticta","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","F","medium red-brown, medium tan, medium-dark maroon, very pale cream, very pale orange-buff"
"White-tailed Alethe","Alethe_diademata","Thrushes","Turdidae","Passeriformes","F","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium-dark rufous, medium-dark yellow-buff"
"White-tailed Hawk","Buteo_albicaudatus","Osprey, kites, hawks and eagles","Accipitridae","Accipitriformes","F","brownish gray, dark gray, dark rufous, gray, medium orange-buff, medium-dark rufous, olive-gray"
"White-tailed Hawk","Buteo_albicaudatus","Osprey, kites, hawks and eagles","Accipitridae","Accipitriformes","M","black, brownish gray, dark gray, gray"
"White-tailed Hawk","Buteo_albicaudatus","Osprey, kites, hawks and eagles","Accipitridae","Accipitriformes",NA,"brownish gray, dark gray, dark rufous, gray, medium-dark orange-buff, olive-gray"
"White-tailed Hillstar","Urochroa_bougueri","Hummingbirds","Trochilidae","Apodiformes","M","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium green, medium-dark green, medium-dark rufous, medium-dark yellow-buff"
"White-tailed Laurel Pigeon","Columba_junoniae","Doves and pigeons","Columbidae","Columbiformes","M","brownish gray, gray, olive-gray, pale gray"
"White-tailed Monarch","Monarcha_leucurus","Monarchs","Monarchidae","Passeriformes","M","black, brownish gray, dark gray, gray, pale gray"
"White-tailed Ptarmigan","Lagopus_leucura","Grouse, pheasants and partridges","Phasianidae","Galliformes","F","brownish gray, dark gray, gray, medium yellow-buff, medium-dark yellow-buff, pale gray"
"White-tailed Tropicbird","Phaethon_lepturus","Tropicbirds","Phaethontidae","Phaethontiformes","M","gray, pale gray"
"White-thighed Swallow","Neochelidon_tibialis","Swallows and martins","Hirundinidae","Passeriformes",NA,"black, brownish gray, dark gray, gray, pale gray"
"White-throated Canary","Serinus_albogularis","Finches and Hawaiian honeycreepers","Fringillidae","Passeriformes","F","very pale cream, very pale green"
"White-throated Canary","Serinus_albogularis","Finches and Hawaiian honeycreepers","Fringillidae","Passeriformes","M","brownish gray, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, olive-gray, pale gray, very pale cream, very pale green, very pale orange-buff"
"White-throated Dipper","Cinclus_cinclus","Dippers","Cinclidae","Passeriformes","F","brownish gray, gray, medium cream, medium-dark rufous"
"White-throated Gerygone","Gerygone_olivacea","Thornbills and gerygones","Acanthizidae","Passeriformes","F","brownish gray, dark gray, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff"
"White-throated Honeyeater","Melithreptus_albogularis","Honeyeaters","Meliphagidae","Passeriformes","F","black, brownish gray, dark gray, dark yellow-buff, gray, medium-dark yellow-buff, very dark yellow-buff"
"White-throated Kingfisher","Halcyon_smyrnensis","Kingfishers","Alcedinidae","Coraciiformes","M","brownish gray, dark brown, gray, light blue, medium yellow-buff, pale cream"
"White-throated Laughingthrush","Garrulax_albogularis","Babblers and parrotbills","Timaliidae","Passeriformes","F","brownish gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff, pale gray"
"White-throated Laughingthrush","Garrulax_albogularis","Babblers and parrotbills","Timaliidae","Passeriformes","M","brownish gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff, pale gray"
"White-throated Manakin","Corapipo_gutturalis","Manakins","Pipridae","Passeriformes","F","brownish gray, dark gray, gray, medium yellow-buff, medium-dark yellow-buff, pale gray"
"White-throated Manakin","Corapipo_gutturalis","Manakins","Pipridae","Passeriformes","M","blue, dark gray, gray, pale gray"
"White-throated Munia","Lonchura_malabarica","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","F","black, dark yellow-buff, medium orange-buff, medium pinkish buff, medium tan, medium-dark orange-buff, medium-dark red-brown, medium-dark rufous, medium-dark yellow-buff, very dark yellow-buff, very pale cream, very pale orange-buff"
"White-throated Munia","Lonchura_malabarica","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","M","dark brown, dark rufous, medium orange-buff, medium red-brown, medium tan, medium-dark brown, medium-dark rufous, medium-dark yellow-buff, very pale cream, very pale orange-buff"
"White-throated Seedeater","Sporophila_albogularis","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, gray"
"White-throated Shrike-tanager","Lanio_leucothorax","Tanagers","Thraupidae","Passeriformes","M","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium-dark yellow-buff"
"White-throated Sierra-finch","Phrygilus_erythronotus","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, gray"
"White-throated Spadebill","Platyrinchus_mystaceus","Tyrant-flycatchers","Tyrannidae","Passeriformes",NA,"brownish gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"White-throated Sparrow","Zonotrichia_albicollis","Buntings, American sparrows and allies","Emberizidae","Passeriformes","F","black, brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff, pale gray, very dark rufous"
"White-throated Toucan","Ramphastos_tucanus","Toucans and barbets","Ramphastidae","Piciformes","F","black, dark brown, dark gray, gray, medium cream, medium-dark brown, pale cream, pale gray"
"White-throated Toucan","Ramphastos_tucanus","Toucans and barbets","Ramphastidae","Piciformes","M","black, dark brown, dark gray, gray, medium cream, medium-dark brown, pale cream, pale gray"
"White-throated Treecreeper","Cormobates_leucophaea","Australian treecreepers","Climacteridae","Passeriformes","F","black, brownish gray, dark gray, gray, medium yellow-buff, medium-dark yellow-buff, pale gray"
"White-tipped Dove","Leptotila_verreauxi","Doves and pigeons","Columbidae","Columbiformes","F","brownish gray, gray, medium-dark rufous, very pale cream"
"White-tipped Dove","Leptotila_verreauxi","Doves and pigeons","Columbidae","Columbiformes","M","brownish gray, dark gray, gray, medium-dark rufous, medium-dark yellow-buff, olive-gray"
"White-tipped Dove","Leptotila_verreauxi","Doves and pigeons","Columbidae","Columbiformes",NA,"brownish gray, dark gray, gray, medium-dark rufous, pale gray"
"White-tipped Sicklebill","Eutoxeres_aquila","Hummingbirds","Trochilidae","Apodiformes","M","brownish gray, dark gray, gray, medium green, medium-dark yellow-buff, olive-gray"
"White-tufted Honeyeater","Lichmera_squamata","Honeyeaters","Meliphagidae","Passeriformes","M","brownish gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"White-vented Euphonia","Euphonia_minuta","Tanagers","Thraupidae","Passeriformes","F","brownish gray, dark gray, gray, medium yellow-buff, medium-dark yellow-buff"
"White-vented Euphonia","Euphonia_minuta","Tanagers","Thraupidae","Passeriformes","M","blue, dark gray, gray, medium cream, medium yellow-buff, pale cream"
"White-vented Plumeleteer","Chalybura_buffonii","Hummingbirds","Trochilidae","Apodiformes","M","dark blue, dark gray, gray, medium-dark green, medium-dark yellow-buff"
"White-whiskered Hermit","Phaethornis_yaruqui","Hummingbirds","Trochilidae","Apodiformes","M","blue, brownish gray, dark gray, gray, medium cream, medium yellow-buff, medium-dark green, medium-dark olive, pale gray"
"White-winged Chough","Corcorax_melanorhamphos","Australian mudnesters","Corcoracidae","Passeriformes","F","black, dark gray"
"White-winged Crossbill","Loxia_leucoptera","Finches and Hawaiian honeycreepers","Fringillidae","Passeriformes","F","black, brownish gray, dark brown, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark brown, medium-dark orange-buff, medium-dark yellow-buff, pale gray"
"White-winged Diuca-finch","Diuca_speculifera","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, gray"
"White-winged Dove","Zenaida_asiatica","Doves and pigeons","Columbidae","Columbiformes","F","brownish gray, dark gray, gray, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff"
