









Frequency of observations in the selected location(s).:
Number of taxa: 	428

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Cerulean Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003657	0.0129059	0.0177706	0.0108447	0.0084656	0.004	0.005531	0.0029791	0.0036934	0.0074074	0.0056417	0.0	0.0	0.0012887	0.0012658	0.0025907	7.849E-4	0.0	0.0010753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Parula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019557	0.0123967	0.0629825	0.2014988	0.2059774	0.1392694	0.0291005	0.013	0.0154867	0.0039722	0.0073869	0.0024691	0.0028209	0.0	0.0	0.003866	0.0	0.0051813	0.021978	0.0786517	0.1698925	0.265625	0.1668146	0.0974212	0.0138298	0.0032017	0.001487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cerulean Warbler x Northern Parula (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Magnolia Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032507	0.0570358	0.1025848	0.1238584	0.0227513	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0012658	0.011658	0.0855573	0.165475	0.2268817	0.3291667	0.2191659	0.1165234	0.0276596	0.0085379	0.0037175	0.0010309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bay-breasted Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0066611	0.0302908	0.06621	0.0084656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012953	0.0156986	0.0480082	0.072043	0.0958333	0.0621118	0.0095511	0.0031915	0.0010672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blackburnian Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0069078	0.0395504	0.062601	0.0507991	0.010582	0.0	0.0	9.93E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0012658	0.0194301	0.0745683	0.0827375	0.0827957	0.1010417	0.0408163	0.0143266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Yellow Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0100354	0.1824462	0.3584513	0.3780291	0.3321918	0.2994709	0.238	0.2090708	0.183714	0.1366574	0.117284	0.0874471	0.0676923	0.0606061	0.0347938	0.0253165	0.0142487	0.0117739	0.0173647	0.0107527	0.0041667	0.0044366	9.551E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Chestnut-sided Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0081268	0.0928393	0.1296446	0.0850457	0.0206349	0.006	0.0033186	0.0019861	9.234E-4	0.0	0.0	0.0	0.0	0.0012887	0.0126582	0.0479275	0.1248038	0.1378958	0.1709677	0.1916667	0.0745342	0.0324737	0.0021277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blackpoll Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0070774	0.0488691	0.1678082	0.1	0.004	0.0	9.93E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0039246	0.0214505	0.0473118	0.1041667	0.1118012	0.0983763	0.0914894	0.0373533	0.0089219	0.0010309	0.0	0.00123	0.0	0.0	0.0	0.0	0.0	
Bay-breasted/Blackpoll Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.849E-4	0.0	0.0010753	0.0020833	0.0017746	9.551E-4	0.0	0.0	0.001487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-throated Blue Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.903E-4	0.021536	0.1386345	0.1530695	0.0799087	0.0079365	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012658	0.0090674	0.0345369	0.061287	0.0784946	0.1239583	0.0878438	0.0687679	0.0361702	0.0149413	0.0022305	0.0	0.0	0.00123	8.711E-4	0.0	0.0	0.0	0.0	
Palm Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.601E-4	0.0065818	0.0587842	0.1336375	0.1458087	0.1088988	0.0437136	0.0109047	0.0034247	5.291E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012658	0.0	7.849E-4	0.0010215	0.0182796	0.053125	0.079858	0.1107927	0.1319149	0.1237994	0.0728625	0.0061856	0.0045714	0.00123	0.0	0.0	0.0	0.0	0.0	
Pine Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.278E-4	0.0	0.0	0.0033003	0.0092146	0.0480962	0.0606258	0.05549	0.0337261	0.0137386	0.0048465	0.0028539	0.0015873	0.001	0.0022124	0.0019861	0.0018467	0.0037037	0.0	0.0015385	0.0	0.0012887	0.0	0.0	0.0031397	0.0102145	0.0182796	0.0291667	0.0346051	0.0334288	0.0297872	0.0106724	0.0074349	0.0	0.0011429	0.0	0.0	0.0013532	0.0	0.0	0.0	
Yellow-rumped Warbler	0.0170347	0.0146461	0.0218978	0.0209177	0.0190476	0.013369	0.0097956	0.0182119	0.0182482	0.022291	0.0323432	0.0381746	0.0420842	0.089309	0.2066116	0.3462007	0.3759367	0.2479806	0.0913242	0.0074074	0.001	0.0	9.93E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0012658	0.0015	0.0047096	0.011236	0.0129032	0.0677083	0.1109139	0.2416428	0.3382979	0.3724653	0.2468401	0.1061856	0.0605714	0.0344403	0.0261324	0.0175913	0.0138313	0.0196721	0.0240964	
Yellow-throated Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0156454	0.0295159	0.0312881	0.0179017	0.0133279	0.0091324	0.0079365	0.013	0.0165929	0.0148957	0.0083102	0.0197531	0.0141044	0.0107692	0.0047348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.873E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Prairie Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.519E-4	0.0023613	0.021536	0.05204	0.0371567	0.0268265	0.0222222	0.012	0.0143805	0.0129096	0.0073869	0.0049383	0.0	0.0030769	9.47E-4	0.0012887	0.0063291	0.003886	0.0172684	0.0234934	0.0215054	0.0125	0.0053239	0.0047755	0.0010638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-throated Gray Warbler	0.0	8.137E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-throated Green Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.519E-4	0.0023613	0.0536367	0.1519567	0.1619548	0.0856164	0.0164021	0.001	0.0	9.93E-4	0.0	0.0024691	0.0	0.0015	9.47E-4	0.0	0.0015	0.003886	0.0533752	0.1389173	0.2107527	0.3114583	0.2502218	0.1805158	0.0425532	0.0160085	0.0052045	0.0010309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Canada Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.063E-4	0.011657	0.0452342	0.0787671	0.0206349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025773	0.0075949	0.0194301	0.0612245	0.0367722	0.0354839	0.0229167	0.0079858	9.551E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wilson's Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0058285	0.0242326	0.0176941	0.0026455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025907	0.0039246	0.011236	0.0172043	0.0135417	0.0044366	0.0057307	0.0031915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
new world warbler sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013201	0.0	0.0	0.0	0.001771	0.0048761	0.0037469	0.0060582	0.0074201	0.0026455	0.001	0.0011062	9.93E-4	0.0018467	0.0012346	0.0	0.0015385	0.0015	0.0025773	0.0050633	0.0012953	0.0102041	0.0163432	0.0193548	0.0270833	0.0310559	0.0248329	0.0138298	0.0042689	0.004461	0.0010309	0.0	0.0	0.0	0.0	0.0013831	0.0	0.0	
Summer Tanager	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Scarlet Tanager	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0199106	0.122398	0.2168821	0.260274	0.1698413	0.113	0.0873894	0.1340616	0.1385042	0.1197531	0.0916784	0.0584615	0.0672348	0.0283505	0.0227848	0.0401554	0.0706436	0.124617	0.1344086	0.1864583	0.119787	0.0553964	0.0106383	0.0021345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Cardinal	0.3861199	0.4060212	0.4114964	0.4055331	0.4342857	0.4839572	0.5298126	0.4412252	0.450365	0.4619195	0.4877888	0.5362001	0.5277221	0.6219035	0.6564345	0.6826493	0.6557036	0.5997577	0.6421233	0.5560847	0.595	0.5818584	0.5948361	0.5992613	0.6395062	0.5895628	0.5953846	0.5501894	0.4884021	0.4329114	0.4676166	0.4874411	0.4882533	0.4935484	0.521875	0.5421473	0.5224451	0.4808511	0.488794	0.4609665	0.4113402	0.3702857	0.4366544	0.4172474	0.4451962	0.4481328	0.4273224	0.4561102	
Rose-breasted Grosbeak	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0353515	0.1394671	0.1498384	0.1050228	0.0661376	0.047	0.045354	0.0486594	0.0341644	0.0358025	0.0380818	0.0184615	0.0160985	0.0180412	0.0177215	0.0259067	0.0282575	0.0592441	0.0913978	0.153125	0.0949423	0.0362942	0.0095745	0.0021345	7.435E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-headed Grosbeak	0.0	0.0	0.0	0.0	0.0	0.0015	4.259E-4	0.0015	7.299E-4	0.0	0.0013201	0.0	0.001336	0.0	5.903E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue Grosbeak	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020816	0.0012116	0.005137	0.0047619	0.009	0.0099558	0.0069513	0.0073869	0.008642	0.0197461	0.0169231	0.0037879	0.0051546	0.0025316	0.0012953	0.0015699	0.0	0.0	0.0	0.0017746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Indigo Bunting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.903E-4	0.0069078	0.0666112	0.1773021	0.2579909	0.2084656	0.216	0.210177	0.2720953	0.2216066	0.2395062	0.2270804	0.1723077	0.1931818	0.1958763	0.1012658	0.0893782	0.0643642	0.0490296	0.0612903	0.0572917	0.0727595	0.0391595	0.0159574	0.0021345	7.435E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Painted Bunting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Dickcissel	0.0	8.137E-4	0.0	0.0	0.0	0.0	0.0012777	8.278E-4	7.299E-4	0.0018576	0.0015	0.0013164	6.68E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.234E-4	0.0	0.0014104	0.0	0.0	0.0	0.0	0.0	0.0	0.0010215	0.0021505	0.0015	0.0026619	9.551E-4	0.0021277	0.0010672	0.0022305	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	
passerine sp.	0.0044164	0.0056957	0.004562	0.0060729	0.0019048	0.0053476	0.0046848	0.0016556	0.0021898	6.192E-4	0.0019802	0.0017552	0.001336	0.0026076	0.0011806	0.001219	0.0033306	0.0012116	0.0039954	0.005291	0.005	0.0110619	0.0089374	0.0046168	0.0049383	0.0098731	0.0046154	0.0094697	0.0051546	0.0063291	0.007772	0.0094192	0.0061287	0.0043011	0.009375	0.0186335	0.0133715	0.0212766	0.0192102	0.0193309	0.0051546	0.008	0.0086101	0.0069686	0.014885	0.0124481	0.0043716	0.0034423	
bird sp.	6.309E-4	8.137E-4	0.0015	0.0015	9.524E-4	6.684E-4	0.0055366	0.0024834	7.299E-4	0.0024768	6.601E-4	0.0013164	0.002004	0.0	5.903E-4	4.063E-4	0.0015	0.0024233	0.0017123	5.291E-4	0.0	0.0033186	0.0	9.234E-4	0.0012346	0.0028209	0.0	0.0	0.0012887	0.0050633	0.0	0.0015699	0.0020429	0.0021505	0.00625	0.0015	0.0019102	0.0010638	0.0032017	0.001487	0.0041237	0.0022857	0.00246	0.0017422	0.0	0.0013831	0.0010929	5.737E-4	

