









Frequency of observations in the selected location(s).:
Number of taxa: 	428

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Glossy Ibis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.388E-4	0.0	0.0	0.0029516	0.0020317	0.0162365	0.0012116	0.0039954	0.0	0.0	0.0	0.0015	0.0	0.0024691	0.0112835	0.0	9.47E-4	0.0015	0.0	0.0051813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-faced Ibis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Glossy/White-faced Ibis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Bittern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.776E-4	0.007348	0.0013038	0.0165289	0.0052824	0.0029142	0.0024233	0.0011416	5.291E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015385	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0019102	0.0031915	0.0010672	7.435E-4	0.0010309	0.0057143	0.0	0.0	0.0	0.0	0.0	0.0	
Least Bittern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.078E-4	0.0011416	5.291E-4	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0075758	0.0012887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-crowned Night Heron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030715	0.0	6.519E-4	0.0023613	0.0069078	8.326E-4	0.0016155	0.0015	5.291E-4	0.003	0.0033186	9.93E-4	0.0055402	0.0	0.0	0.0015	9.47E-4	0.007732	0.0025316	0.0012953	0.0015699	0.0015	0.0	0.0010417	0.0	0.0028653	0.0074468	0.0085379	0.0022305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Little Blue Heron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.93E-4	0.0	0.0	0.0	0.0	0.032197	0.0296392	0.0126582	0.007772	0.0023548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Snowy Egret	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011806	0.0	0.0	0.0	5.708E-4	0.0	0.0	0.0	0.0109235	0.0	0.0	0.0	0.0	9.47E-4	0.0012887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Green Heron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005867	0.0236128	0.0564811	0.0595337	0.0674475	0.0656393	0.0624339	0.068	0.0608407	0.0635551	0.0609418	0.0555556	0.100141	0.0676923	0.1268939	0.1224227	0.1202532	0.0777202	0.0894819	0.1041879	0.0537634	0.0375	0.0310559	0.0066858	0.0053191	0.0010672	0.001487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western Cattle-Egret	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.388E-4	0.0	0.0	0.0	0.0015	0.0024979	0.0	0.0	0.0021164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0104089	0.0051546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Great Egret	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.005344	0.0078227	0.014758	0.0040634	0.0058285	0.0088853	0.0108447	0.0100529	0.007	0.0022124	0.0119166	0.0036934	0.0098765	0.0267983	0.0630769	0.0909091	0.117268	0.1329114	0.0854922	0.100471	0.0459653	0.0301075	0.03125	0.0319432	0.025788	0.0244681	0.0053362	0.0037175	0.0010309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Great Blue Heron	0.0637224	0.0610252	0.0520073	0.0465587	0.0438095	0.0360963	0.0302385	0.044702	0.0394161	0.0458204	0.0712871	0.1066257	0.1416166	0.1401565	0.1558442	0.1454693	0.1423813	0.118336	0.125	0.1100529	0.114	0.1139381	0.0933466	0.0941828	0.1395062	0.167842	0.1907692	0.2357955	0.2409794	0.2481013	0.1645078	0.1828885	0.1634321	0.1419355	0.1614583	0.1632653	0.148042	0.1255319	0.1600854	0.1427509	0.1257732	0.1337143	0.1242312	0.1080139	0.1326116	0.1217151	0.0907104	0.0866322	
heron sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.326E-4	0.0	0.0	5.291E-4	0.0	0.0	0.0	0.0	0.0012346	0.0	0.0	0.0	0.0012887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American White Pelican	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black Vulture	0.0990536	0.0878763	0.0839416	0.0985155	0.0885714	0.0855615	0.0689949	0.0960265	0.1007299	0.0965944	0.089769	0.0846863	0.0941884	0.0984355	0.0985832	0.1170256	0.0940883	0.1050081	0.1010274	0.0825397	0.105	0.074115	0.0705065	0.0618652	0.0654321	0.0719323	0.06	0.0568182	0.0502577	0.0607595	0.0751295	0.0832025	0.1164454	0.1010753	0.2083333	0.1180124	0.1298949	0.1361702	0.1568837	0.1152416	0.1226804	0.1291429	0.098401	0.097561	0.0595399	0.077455	0.0655738	0.0895009	
Turkey Vulture	0.2195584	0.2156225	0.2116788	0.1983806	0.2419048	0.2058824	0.1963373	0.3013245	0.3335766	0.3690402	0.4105611	0.3716542	0.4081496	0.4080834	0.4173554	0.4014628	0.3634471	0.355412	0.3613014	0.3243386	0.332	0.3086283	0.2969215	0.2336103	0.3135802	0.2905501	0.3030769	0.2907197	0.2603093	0.2708861	0.3186528	0.33281	0.360572	0.3580645	0.4572917	0.3744454	0.408787	0.4457447	0.4855923	0.3962825	0.3835052	0.3885714	0.3382534	0.3118467	0.2124493	0.1894882	0.2087432	0.1870338	
new world vulture sp.	0.0015	0.0	0.0	0.0	0.0	0.0	4.259E-4	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.234E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Osprey	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0049536	0.020462	0.0754717	0.1202405	0.1473272	0.1546635	0.1479074	0.1190674	0.1033926	0.1015982	0.0888889	0.08	0.0630531	0.0784508	0.0710988	0.091358	0.0648801	0.0923077	0.0975379	0.0902062	0.0949367	0.0841969	0.0855573	0.0919305	0.0860215	0.1614583	0.0567879	0.0448902	0.0276596	0.0298826	0.0081784	0.0041237	0.0034286	0.0	8.711E-4	0.0	0.0	0.0	0.0	
Swallow-tailed Kite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.063E-4	0.0	4.039E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Golden Eagle	0.0012618	0.0016273	0.0018248	6.748E-4	0.0015	6.684E-4	0.0017036	0.0016556	0.0014599	0.0012384	0.0019802	4.388E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021505	0.0	8.873E-4	9.551E-4	0.0085106	0.0192102	0.0252788	0.043299	0.048	0.0282903	0.0200348	0.0027064	0.0	0.0021858	0.0034423	
Sharp-shinned Hawk	0.0277603	0.0195281	0.0255474	0.0236167	0.0190476	0.0213904	0.0204429	0.0206954	0.0270073	0.028483	0.0270627	0.0276437	0.0267201	0.0378096	0.0330579	0.0442909	0.0266445	0.0145396	0.0079909	0.0063492	0.005	0.0066372	0.0059583	0.0073869	0.0049383	0.0112835	0.0076923	0.0056818	0.0	0.0101266	0.011658	0.0345369	0.0592441	0.0860215	0.196875	0.1322094	0.1346705	0.1319149	0.1280683	0.1107807	0.1030928	0.0925714	0.0615006	0.033101	0.0230041	0.0248963	0.042623	0.0384395	
Cooper's Hawk	0.044164	0.0577705	0.0565693	0.0533063	0.0361905	0.0467914	0.0353492	0.044702	0.0386861	0.0482972	0.0620462	0.0609917	0.0574482	0.0677966	0.0779221	0.0804551	0.0620316	0.0500808	0.0376712	0.0243386	0.035	0.0376106	0.0347567	0.0424746	0.0580247	0.0267983	0.04	0.032197	0.0335052	0.035443	0.0427461	0.0604396	0.092952	0.1236559	0.1895833	0.1251109	0.1528176	0.1425532	0.149413	0.1241636	0.1134021	0.1154286	0.0811808	0.0783972	0.0649526	0.0636238	0.0469945	0.0608147	
Sharp-shinned/Cooper's Hawk	0.0018927	0.0065094	0.0018248	0.0026991	0.0019048	0.0040107	0.0072402	0.0049669	0.0	6.192E-4	0.0019802	0.0021939	0.001336	0.0052151	0.0035419	0.0040634	0.0033306	0.0028271	0.0011416	0.0	0.004	0.0022124	9.93E-4	0.0	0.0	0.0014104	0.0	0.0018939	0.0	0.0	0.0012953	0.0023548	0.0040858	0.0032258	0.00625	0.0150843	0.0076409	0.006383	0.0128068	0.0052045	0.0092784	0.0034286	0.00369	0.0026132	0.0015	0.0013831	0.0010929	0.0045898	
American Goshawk	0.0	0.0	0.0	0.0	0.0	0.0	4.259E-4	0.0	0.0	0.0	0.0015	4.388E-4	0.0	6.519E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.873E-4	0.0015	0.0010638	0.0085379	0.0052045	0.0103093	0.0114286	0.00123	8.711E-4	0.0013532	0.0	0.0010929	5.737E-4	
Accipitrine hawk sp. (former Accipiter sp.)	0.0012618	0.0016273	0.0036496	0.0013495	0.0028571	6.684E-4	0.0012777	0.0033113	0.0029197	0.0018576	0.0013201	0.0013164	6.68E-4	0.0013038	0.0023613	0.0016254	0.0020816	0.0016155	0.0011416	5.291E-4	0.001	0.0	0.0	0.0	0.0012346	0.0	0.0030769	0.0	0.0	0.0	0.0015	0.0	0.0040858	0.0010753	0.0041667	0.0044366	0.0057307	0.0095745	0.0096051	0.0052045	0.0030928	0.0045714	0.0061501	0.0026132	0.0	0.0027663	0.0054645	0.0011474	
Northern Harrier	0.0328076	0.0252238	0.0282847	0.0350877	0.0266667	0.0354278	0.0097956	0.0149007	0.0087591	0.0160991	0.0105611	0.0153576	0.008684	0.0078227	0.0053129	0.0081268	0.0029142	0.0052504	0.0039954	0.0015873	0.0	0.0011062	9.93E-4	0.0015	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0025907	0.0062794	0.0224719	0.0311828	0.084375	0.0390417	0.0324737	0.0457447	0.054429	0.0475836	0.0546392	0.0548571	0.0393604	0.0243902	0.0324763	0.0318119	0.0218579	0.0327022	
Bald Eagle	0.111041	0.0943857	0.0912409	0.1153846	0.0990476	0.0868984	0.0600511	0.0927152	0.0919708	0.0978328	0.1062706	0.0965336	0.0935204	0.095176	0.1109799	0.1093052	0.0865945	0.0779483	0.0753425	0.0481481	0.058	0.0320796	0.0278054	0.033241	0.0320988	0.0409027	0.0461538	0.0426136	0.0322165	0.0544304	0.0440415	0.0620094	0.1041879	0.1139785	0.2020833	0.1135759	0.0907354	0.1414894	0.1323372	0.1063197	0.1134021	0.1462857	0.0910209	0.1062718	0.0663058	0.0816044	0.0994536	0.1026965	
Golden/Bald Eagle	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.278E-4	7.299E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010672	7.435E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Mississippi Kite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.063E-4	0.001249	0.0	5.708E-4	5.291E-4	0.002	0.0011062	0.0	9.234E-4	0.0012346	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Broad-winged Hawk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0286832	0.0572609	0.0662332	0.0449625	0.026252	0.0171233	0.0137566	0.012	0.0066372	0.0029791	0.0092336	0.0123457	0.022567	0.0138462	0.0094697	0.0103093	0.0101266	0.0297927	0.0392465	0.0755873	0.1	0.203125	0.0887311	0.0238777	0.0053191	0.0032017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-shouldered Hawk	0.0119874	0.0105777	0.0118613	0.0094467	0.0095238	0.006016	0.0085179	0.0149007	0.0240876	0.0334365	0.0349835	0.0267661	0.0247161	0.0241199	0.0301063	0.0207233	0.0224813	0.0238288	0.0302511	0.0137566	0.009	0.0033186	0.0029791	0.0055402	0.0024691	0.0070522	0.0030769	0.0113636	0.0051546	0.0088608	0.007772	0.0172684	0.020429	0.0236559	0.03125	0.0248447	0.0276982	0.0351064	0.0533618	0.06171	0.0474227	0.0697143	0.0307503	0.0278746	0.0067659	0.0096819	0.0087432	0.0120482	
Swainson's Hawk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-tailed Hawk	0.2277603	0.1993491	0.2189781	0.2037787	0.2142857	0.2045455	0.1703578	0.2301325	0.2211679	0.2470588	0.2613861	0.2207108	0.2137609	0.2275098	0.2249115	0.2381146	0.2010824	0.1890145	0.1889269	0.1608466	0.187	0.1449115	0.1410129	0.1412742	0.1333333	0.1748942	0.1492308	0.188447	0.1701031	0.1797468	0.1917098	0.2017268	0.2206333	0.2204301	0.309375	0.2102928	0.2330468	0.243617	0.3041622	0.2565056	0.2835052	0.304	0.2841328	0.2421603	0.2002706	0.186722	0.2142077	0.2300631	
Rough-legged Hawk	0.0031546	8.137E-4	9.124E-4	0.0013495	0.0015	0.0040107	0.0068143	0.0016556	0.0015	6.192E-4	0.0019802	8.776E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0042689	7.435E-4	0.0	0.0011429	0.0015	0.0015	0.0	0.0013831	0.0	0.0034423	
Buteo sp.	0.0012618	0.002441	9.124E-4	6.748E-4	9.524E-4	0.0020053	0.0017036	8.278E-4	0.0015	6.192E-4	0.0	0.0030715	0.001336	0.0013038	0.0011806	0.003657	8.326E-4	8.078E-4	0.0017123	5.291E-4	0.002	0.0011062	9.93E-4	9.234E-4	0.0012346	0.0028209	0.0015385	0.0	0.0012887	0.0037975	0.0025907	0.0031397	0.0071502	0.0021505	0.0083333	0.0044366	9.551E-4	0.0042553	0.0053362	0.0074349	0.0061856	0.0057143	0.0061501	8.711E-4	0.0	0.0027663	0.0	0.0011474	
hawk sp.	0.0018927	8.137E-4	0.0036496	0.0013495	0.0	0.0020053	0.0055366	0.0016556	0.0014599	0.0018576	0.0013201	0.0017552	6.68E-4	0.0019557	0.0023613	0.002438	0.0016653	0.0016155	0.0011416	0.0010582	0.002	0.0011062	0.0	9.234E-4	0.0012346	0.0	0.0015	9.47E-4	0.0	0.0	0.0025907	0.0023548	0.011236	0.0129032	0.0197917	0.0079858	0.008596	0.0106383	0.0096051	0.0104089	0.0030928	0.008	0.00492	0.0017422	0.0027064	0.0013831	0.0	5.737E-4	
eagle sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.68E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010753	0.0015	8.873E-4	9.551E-4	0.0015	0.0015	7.435E-4	0.0015	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	
American Barn Owl	6.309E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.435E-4	0.0010309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Screech-Owl	0.0107256	0.007323	0.0072993	0.0067476	0.0019048	0.0033422	0.0055366	0.0016556	7.299E-4	0.003096	0.0019802	0.0035103	0.001336	0.0026076	0.0029516	0.0020317	0.0029142	0.0109047	0.0045662	0.0015873	0.006	0.005531	0.0039722	0.0027701	0.0037037	0.0098731	0.0046154	0.0075758	0.0090206	0.0113924	0.0103627	0.0086342	0.0122574	0.0172043	0.0104167	0.0079858	0.0028653	0.006383	0.0032017	0.0066914	0.0123711	0.0057143	0.00369	0.0017422	0.0013532	0.0069156	0.0120219	0.0286862	
Snowy Owl	0.0015	0.0	0.0	6.748E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	8.711E-4	0.0	0.0	0.0054645	0.0028686	
Great Horned Owl	0.0126183	0.012205	0.0182482	0.0155196	0.0209524	0.0113636	0.0102215	0.022351	0.010219	0.0130031	0.0125413	0.0109697	0.007348	0.0123859	0.0135773	0.0113775	0.0099917	0.0088853	0.0062785	0.0068783	0.007	0.0066372	0.0089374	0.0110803	0.0061728	0.0042313	0.0061538	0.0056818	0.007732	0.0075949	0.0064767	0.0117739	0.0020429	0.016129	0.0052083	0.0097604	0.008596	0.012766	0.0074707	0.0118959	0.0082474	0.0114286	0.0098401	0.0121951	0.0054127	0.0082988	0.010929	0.0286862	
Barred Owl	0.0012618	0.0016273	9.124E-4	0.0013495	0.0015	0.0013369	0.0012777	0.0016556	0.0021898	0.0037152	0.0013201	0.0043879	0.00334	0.0052151	0.0064935	0.0048761	0.0095754	0.0084814	0.0057078	0.0047619	0.001	0.0033186	0.0039722	9.234E-4	0.0024691	0.0	0.0015385	0.0018939	0.0025773	0.0	0.0025907	0.0039246	0.0010215	0.0043011	0.0020833	8.873E-4	0.0019102	0.0021277	0.0	7.435E-4	0.0	0.0034286	0.0015	0.0015	0.0015	0.0	0.0010929	0.0034423	
Long-eared Owl	0.0025237	0.004882	0.0018248	6.748E-4	0.0019048	0.0015	0.0	8.278E-4	0.0021898	0.0012384	0.0	4.388E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013831	0.0043716	0.0051635	
Short-eared Owl	0.0050473	8.137E-4	0.0027372	0.0020243	9.524E-4	0.0	4.259E-4	8.278E-4	0.0014599	6.192E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030928	0.0	0.0	0.0	0.0	0.0	0.0	0.0040161	
Long-eared/Short-eared Owl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	
Northern Saw-whet Owl	0.0	0.0015	9.124E-4	0.0015	0.0015	6.684E-4	0.0	8.278E-4	7.299E-4	0.0	6.601E-4	4.388E-4	0.0	0.0	0.0011806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021277	0.0021345	0.0022305	0.0072165	0.0057143	0.00246	8.711E-4	0.0	0.0	0.0015	0.0034423	
owl sp.	6.309E-4	0.0	0.0	0.0013495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
Belted Kingfisher	0.0719243	0.0569569	0.0675182	0.0560054	0.0666667	0.0454545	0.0298126	0.0504967	0.050365	0.0526316	0.069967	0.081176	0.0975284	0.1043025	0.1062574	0.1076798	0.0749376	0.0617932	0.0542237	0.037037	0.041	0.039823	0.0337637	0.0544783	0.0518519	0.0521862	0.0538462	0.0767045	0.068299	0.0670886	0.0803109	0.1169545	0.1062308	0.1053763	0.1052083	0.1242236	0.1270296	0.1191489	0.0928495	0.1003717	0.0814433	0.08	0.0897909	0.0818815	0.097429	0.0940526	0.0765027	0.0849111	
Yellow-bellied Sapsucker	0.0895899	0.0602116	0.0720803	0.0647773	0.0457143	0.0514706	0.0366269	0.0347682	0.0372263	0.0489164	0.0620462	0.0688899	0.0728123	0.0423729	0.0312869	0.0121902	0.0029142	0.0016155	0.0022831	0.0	0.0	0.0011062	9.93E-4	0.0	0.0024691	0.0	0.0	0.0	0.0	0.0012658	0.0	0.0	0.0010215	0.0	0.015625	0.1109139	0.2273161	0.2159574	0.1750267	0.1211896	0.0979381	0.0937143	0.1057811	0.1289199	0.0947226	0.0885201	0.0852459	0.1044177	
Red-headed Woodpecker	0.0037855	0.0032547	0.0015	6.748E-4	0.0	0.0020053	4.259E-4	0.0	7.299E-4	0.006192	0.0052805	0.0057043	0.002672	0.0015	0.0011806	0.0040634	0.0058285	0.0072698	0.0057078	0.0037037	0.0015	0.0022124	0.0029791	0.0083102	0.008642	0.0084626	0.0015385	9.47E-4	0.0012887	0.0012658	0.0012953	0.0015699	0.0071502	0.0096774	0.01875	0.0044366	0.0038204	0.0031915	0.0010672	0.0	0.0010309	0.0045714	0.00246	0.0	0.0040595	0.0013831	0.0054645	5.737E-4	
Red-bellied Woodpecker	0.318612	0.3059398	0.3047445	0.3083671	0.3142857	0.3208556	0.3113288	0.3261589	0.3021898	0.3287926	0.3478548	0.3843791	0.3767535	0.4400261	0.4917355	0.5550589	0.5058285	0.4608239	0.510274	0.4126984	0.423	0.3639381	0.347567	0.3388735	0.3506173	0.2863188	0.2907692	0.2575758	0.2306701	0.2139241	0.2694301	0.3320251	0.3850868	0.4505376	0.5354167	0.5465839	0.5692455	0.5265957	0.4941302	0.4275093	0.4010309	0.3782857	0.400984	0.3893728	0.3843031	0.3762102	0.3540984	0.373494	
Downy Woodpecker	0.3211356	0.3506916	0.3467153	0.3346829	0.352381	0.3723262	0.3965077	0.3402318	0.3094891	0.3164087	0.3267327	0.3510312	0.3480294	0.4100391	0.4451004	0.4583503	0.4142381	0.3376414	0.3224886	0.2428571	0.265	0.2588496	0.2562066	0.3204063	0.3641975	0.3117066	0.2861538	0.2651515	0.2345361	0.2164557	0.257772	0.3626374	0.3912155	0.4258065	0.515625	0.484472	0.5157593	0.4489362	0.4332978	0.4074349	0.3865979	0.3691429	0.4108241	0.4076655	0.3626522	0.3886584	0.3409836	0.3981641	
Hairy Woodpecker	0.1280757	0.1228641	0.120438	0.1194332	0.127619	0.1209893	0.1239353	0.1009934	0.1029197	0.0978328	0.1069307	0.101799	0.0915164	0.1049544	0.1115702	0.1296221	0.1065779	0.0912763	0.1158676	0.0783069	0.076	0.0774336	0.0506455	0.0710988	0.0740741	0.0606488	0.0646154	0.063447	0.056701	0.0443038	0.0556995	0.0902669	0.1348315	0.1569892	0.1895833	0.1818988	0.1757402	0.1382979	0.167556	0.1457249	0.1206186	0.1474286	0.1611316	0.141115	0.1271989	0.1479945	0.1355191	0.1600688	
Downy/Hairy Woodpecker	0.0	0.0	0.0	0.0	9.524E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.163E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010215	0.0	0.0	0.0	0.0	0.0010638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pileated Woodpecker	0.029653	0.0358015	0.0301095	0.0411606	0.0352381	0.0187166	0.0268313	0.0397351	0.0452555	0.0439628	0.0481848	0.0653796	0.0614562	0.0704042	0.1080283	0.1064608	0.0974188	0.1009693	0.1135845	0.0878307	0.071	0.0586283	0.061569	0.0535549	0.0432099	0.0380818	0.0292308	0.03125	0.0193299	0.0253165	0.0440415	0.0753532	0.0898876	0.1075269	0.1385417	0.0816327	0.0974212	0.0893617	0.0885806	0.0713755	0.0659794	0.0754286	0.0738007	0.0513937	0.037889	0.0318119	0.0349727	0.0533563	
